Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Sales_Category,Profit_Estimate
12,1043240.27,0,70.15,3.127,126.2898,14.099,High,156486.0405
12,966054.97,0,68.44,3.145,126.2085484,14.099,Low,144908.2455
12,958374.56,0,76.2,3.12,126.1843871,14.099,Low,143756.184
12,955451.16,0,67.84,3.058,126.1602258,14.099,Low,143317.674
12,1049357.36,0,81.39,2.941,126.1360645,14.099,High,157403.60400000002
12,1016039.71,0,90.84,2.949,126.1119032,14.099,High,152405.9565
12,956211.2,0,81.06,3.043,126.114,14.099,Low,143431.68
12,958007.69,0,87.27,3.084,126.1266,14.099,Low,143701.1535
12,951957.31,0,91.98,3.105,126.1392,14.18,Low,142793.5965
12,943506.28,0,90.37,3.1,126.1518,14.18,Low,141525.942
12,916402.76,0,97.18,3.094,126.1498065,14.18,Low,137460.414
12,912403.67,0,99.22,3.112,126.1283548,14.18,Low,136860.5505
12,913548.25,0,96.31,3.017,126.1069032,14.18,Low,137032.2375
12,967576.95,0,92.95,3.123,126.0854516,14.18,Low,145136.54249999998
12,928264.4,0,87.01,3.159,126.064,14.18,Low,139239.66
12,948447.34,0,92.81,3.041,126.0766452,14.18,Low,142267.101
12,1004516.46,0,93.19,3.129,126.0892903,14.18,High,150677.46899999998
12,1075758.55,0,83.12,3.087,126.1019355,14.18,High,161363.7825
12,903119.03,1,83.63,3.044,126.1145806,14.18,Low,135467.8545
12,852882.61,0,82.45,3.028,126.1454667,14.18,Low,127932.3915
12,851919.34,0,81.77,2.939,126.1900333,14.18,Low,127787.90099999998
12,850936.26,0,85.2,3.001,126.2346,14.313,Low,127640.439
12,918335.68,0,71.82,3.013,126.2791667,14.313,Low,137750.352
12,862419.84,0,75.0,2.976,126.3266774,14.313,Low,129362.976
12,857883.46,0,68.85,3.014,126.3815484,14.313,Low,128682.51899999999
12,955294.7,0,61.09,3.016,126.4364194,14.313,Low,143294.205
12,929690.71,0,65.49,3.129,126.4912903,14.313,Low,139453.6065
12,942475.24,0,57.79,3.13,126.5461613,14.313,Low,141371.286
12,894493.7,0,58.18,3.161,126.6072,14.313,Low,134174.055
12,1601377.41,1,47.66,3.162,126.6692667,14.313,High,240206.61149999997
12,1069533.17,0,43.33,3.041,126.7313333,14.313,High,160429.97549999997
12,1121934.15,0,50.01,3.203,126.7934,14.313,High,168290.12249999997
12,1295605.35,0,52.77,3.236,126.8794839,14.313,High,194340.80250000002
12,1768249.89,0,52.02,3.236,126.9835806,14.313,High,265237.4835
12,891736.91,1,45.64,3.148,127.0876774,14.313,Low,133760.5365
12,910110.24,0,37.64,3.287,127.1917742,14.021,Low,136516.536
12,812011.8,0,43.15,3.312,127.3009355,14.021,Low,121801.77
12,802105.5,0,53.53,3.223,127.4404839,14.021,Low,120315.825
12,873119.06,0,50.74,3.342,127.5800323,14.021,Low,130967.859
12,1046068.17,0,45.14,3.348,127.7195806,14.021,High,156910.2255
12,1086421.57,1,51.3,3.381,127.859129,14.021,High,162963.2355
12,1128485.1,0,53.35,3.43,127.99525,14.021,High,169272.765
12,1046203.72,0,48.45,3.53,128.13,14.021,High,156930.558
12,1085248.21,0,51.72,3.674,128.26475,14.021,High,162787.2315
12,997672.62,0,57.75,3.818,128.3995,14.021,Low,149650.89299999998
12,1009502.01,0,64.21,3.692,128.5121935,14.021,High,151425.3015
12,954107.32,0,54.4,3.909,128.6160645,14.021,Low,143116.098
12,1005463.49,0,63.63,3.772,128.7199355,13.736,High,150819.52349999998
12,998362.05,0,64.47,4.003,128.8238065,13.736,Low,149754.3075
12,990951.77,0,57.63,3.868,128.9107333,13.736,Low,148642.7655
12,1016019.47,0,72.12,4.134,128.9553,13.736,High,152402.92049999998
12,994966.1,0,68.27,4.151,128.9998667,13.736,Low,149244.91499999998
12,1021154.48,0,68.4,4.193,129.0444333,13.736,High,153173.172
12,977033.5,0,70.93,4.202,129.089,13.736,Low,146555.025
12,924134.99,0,66.59,4.169,129.0756774,13.736,Low,138620.2485
12,964332.51,0,76.67,4.087,129.0623548,13.736,Low,144649.87649999998
12,970328.68,0,71.81,4.031,129.0490323,13.736,Low,145549.302
12,996937.95,0,78.72,3.981,129.0357097,13.736,Low,149540.69249999998
12,986504.93,0,86.84,3.935,129.0432,13.736,Low,147975.7395
12,997282.75,0,88.95,3.898,129.0663,13.736,Low,149592.4125
12,961993.34,0,89.85,3.842,129.0894,13.503,Low,144299.001
12,943717.38,0,89.9,3.705,129.1125,13.503,Low,141557.607
12,936001.98,0,88.1,3.692,129.1338387,13.503,Low,140400.297
12,922231.92,0,91.17,3.794,129.1507742,13.503,Low,138334.788
12,890547.07,0,93.29,3.805,129.1677097,13.503,Low,133582.0605
12,988712.52,0,90.61,3.803,129.1846452,13.503,Low,148306.878
12,955913.68,0,91.04,3.701,129.2015806,13.503,Low,143387.052
12,966817.24,0,91.74,3.743,129.2405806,13.503,Low,145022.58599999998
12,1017593.47,0,94.61,3.74,129.2832581,13.503,High,152639.02049999998
12,1052051.45,0,93.66,3.798,129.3259355,13.503,High,157807.7175
12,922850.57,1,88.0,3.913,129.3686129,13.503,Low,138427.5855
12,889290.23,0,76.36,3.918,129.4306,13.503,Low,133393.53449999998
12,871692.74,0,82.95,3.789,129.5183333,13.503,Low,130753.911
12,866401.45,0,83.26,3.877,129.6060667,13.503,Low,129960.21749999998
12,951244.66,0,70.44,3.827,129.6938,12.89,Low,142686.699
12,927600.01,0,67.31,3.805,129.7706452,12.89,Low,139140.00149999998
12,938604.58,0,73.05,3.842,129.7821613,12.89,Low,140790.68699999998
12,990926.38,0,67.41,3.727,129.7936774,12.89,Low,148638.957
12,1051944.79,0,59.77,3.828,129.8051935,12.89,High,157791.7185
12,1095091.53,0,48.76,3.824,129.8167097,12.89,High,164263.7295
12,970641.34,0,54.2,3.813,129.8268333,12.89,Low,145596.201
12,1591920.42,1,53.25,3.622,129.8364,12.89,High,238788.06299999997
12,1071383.1,0,52.5,3.701,129.8459667,12.89,High,160707.465
12,1189646.45,0,42.17,3.644,129.8555333,12.89,High,178446.9675
12,1293404.18,0,43.29,3.6,129.8980645,12.89,High,194010.62699999998
12,1617612.03,0,45.4,3.541,129.9845484,12.89,High,242641.8045
12,1111638.07,1,44.64,3.428,130.0710323,12.89,High,166745.71050000002
12,945823.65,0,50.43,3.599,130.1575161,12.187,Low,141873.5475
12,865467.86,0,48.07,3.657,130.244,12.187,Low,129820.17899999999
12,855922.64,0,46.2,3.66,130.2792258,12.187,Low,128388.396
12,888203.69,0,50.43,3.675,130.3144516,12.187,Low,133230.55349999998
12,1058767.95,0,50.58,3.702,130.3496774,12.187,High,158815.19249999998
12,1199330.85,1,52.27,3.722,130.3849032,12.187,High,179899.6275
12,1240048.85,0,51.8,3.781,130.4546207,12.187,High,186007.3275
12,1112034.72,0,53.13,3.95,130.5502069,12.187,High,166805.20799999998
12,1147636.96,0,52.27,4.178,130.6457931,12.187,High,172145.544
12,1113208.57,0,54.54,4.25,130.7413793,12.187,High,166981.2855
12,1088498.52,0,64.44,4.273,130.8261935,12.187,High,163274.778
12,1045419.87,0,56.26,4.038,130.8966452,12.187,High,156812.9805
12,1025382.22,0,64.36,4.294,130.9670968,12.187,High,153807.33299999998
12,1128765.71,0,64.05,4.121,131.0375484,11.627,High,169314.8565
12,1083811.19,0,64.28,4.254,131.108,11.627,High,162571.67849999998
12,1006486.96,0,66.73,4.222,131.1173333,11.627,High,150973.044
12,1004252.38,0,77.99,4.193,131.1266667,11.627,High,150637.857
12,1073433.69,0,76.03,4.171,131.136,11.627,High,161015.05349999998
12,1041995.22,0,77.27,4.186,131.1453333,11.627,High,156299.283
12,1020486.05,0,84.51,4.11,131.0983226,11.627,High,153072.9075
12,991514.21,0,83.84,4.293,131.0287742,11.627,Low,148727.1315
12,981345.2,0,78.11,4.277,130.9592258,11.627,Low,147201.78
12,1086231.47,0,84.83,4.103,130.8896774,11.627,High,162934.7205
12,1019555.51,0,85.94,4.144,130.8295333,11.627,High,152933.3265
12,981386.25,0,91.61,4.014,130.7929,11.627,Low,147207.9375
12,943124.74,0,90.47,3.875,130.7562667,11.627,Low,141468.71099999998
12,1014898.78,0,89.13,3.765,130.7196333,10.926,High,152234.817
12,960312.75,0,95.61,3.723,130.683,10.926,Low,144046.9125
12,941550.34,0,85.53,3.726,130.7012903,10.926,Low,141232.55099999998
12,916967.92,0,93.47,3.769,130.7195806,10.926,Low,137545.188
12,958667.23,0,88.16,3.76,130.737871,10.926,Low,143800.0845
12,984689.9,0,95.91,3.811,130.7561613,10.926,Low,147703.485
12,1005003.12,0,94.87,4.002,130.7909677,10.926,High,150750.468
12,1048101.39,0,85.32,4.055,130.8381613,10.926,High,157215.2085
12,1061943.49,0,89.78,4.093,130.8853548,10.926,High,159291.52349999998
12,955146.04,1,88.52,4.124,130.9325484,10.926,Low,143271.906
12,885892.37,0,83.64,4.133,130.9776667,10.926,Low,132883.8555
12,922735.37,0,82.97,4.125,131.0103333,10.926,Low,138410.3055
12,880415.67,0,81.22,3.966,131.043,10.926,Low,132062.3505
12,979825.92,0,81.61,3.966,131.0756667,10.199,Low,146973.888
12,934917.47,0,71.74,4.468,131.1083333,10.199,Low,140237.6205
12,960945.43,0,68.66,4.449,131.1499677,10.199,Low,144141.8145
12,974697.6,0,65.95,4.301,131.1930968,10.199,Low,146204.63999999998
13,1967220.53,0,31.53,2.666,126.4420645,8.316,High,295083.0795
13,2030933.46,1,33.16,2.671,126.4962581,8.316,High,304640.019
13,1970274.64,0,35.7,2.654,126.5262857,8.316,High,295541.196
13,1817850.32,0,29.98,2.667,126.5522857,8.316,High,272677.548
13,1939980.43,0,40.65,2.681,126.5782857,8.316,High,290997.0645
13,1840686.94,0,37.62,2.733,126.6042857,8.316,High,276103.04099999997
13,1879794.89,0,42.49,2.782,126.6066452,8.316,High,281969.2335
13,1882095.98,0,41.48,2.819,126.6050645,8.316,High,282314.397
13,2142482.14,0,42.15,2.842,126.6034839,8.107,High,321372.321
13,1898321.33,0,38.97,2.877,126.6019032,8.107,High,284748.1995
13,1819660.44,0,50.39,2.915,126.5621,8.107,High,272949.066
13,1909330.77,0,55.66,2.936,126.4713333,8.107,High,286399.6155
13,1785823.37,0,48.33,2.941,126.3805667,8.107,High,267873.5055
13,2005478.46,0,44.42,2.948,126.2898,8.107,High,300821.769
13,1890273.44,0,50.15,2.962,126.2085484,8.107,High,283541.016
13,1853657.6,0,57.71,2.95,126.1843871,8.107,High,278048.64
13,1877358.86,0,53.11,2.908,126.1602258,8.107,High,281603.829
13,2022705.22,0,59.85,2.871,126.1360645,8.107,High,303405.783
13,2037880.96,0,65.24,2.841,126.1119032,8.107,High,305682.144
13,2003435.31,0,58.41,2.819,126.114,8.107,High,300515.2965
13,1970340.25,0,71.83,2.82,126.1266,8.107,High,295551.0375
13,2018314.71,0,78.82,2.814,126.1392,7.951,High,302747.2065
13,1870843.9,0,71.33,2.802,126.1518,7.951,High,280626.58499999996
13,1932231.05,0,77.79,2.791,126.1498065,7.951,High,289834.6575
13,1907351.2,0,82.27,2.797,126.1283548,7.951,High,286102.68
13,1817887.23,0,78.94,2.797,126.1069032,7.951,High,272683.0845
13,1969121.45,0,81.24,2.802,126.0854516,7.951,High,295368.21749999997
13,1877592.55,0,74.93,2.837,126.064,7.951,High,281638.8825
13,1997397.63,0,76.34,2.85,126.0766452,7.951,High,299609.6445
13,1908278.27,0,75.31,2.854,126.0892903,7.951,High,286241.7405
13,1911852.58,0,65.71,2.868,126.1019355,7.951,High,286777.887
13,1772143.94,1,65.74,2.87,126.1145806,7.951,High,265821.59099999996
13,1790279.74,0,66.84,2.875,126.1454667,7.951,High,268541.961
13,1705655.09,0,68.22,2.872,126.1900333,7.951,High,255848.2635
13,1765584.48,0,68.74,2.853,126.2346,7.795,High,264837.67199999996
13,1871924.07,0,63.03,2.841,126.2791667,7.795,High,280788.6105
13,1851431.06,0,54.12,2.845,126.3266774,7.795,High,277714.659
13,1796949.59,0,56.89,2.849,126.3815484,7.795,High,269542.4385
13,1887895.07,0,45.12,2.841,126.4364194,7.795,High,283184.2605
13,1854967.66,0,49.96,2.831,126.4912903,7.795,High,278245.149
13,1939964.63,0,42.55,2.831,126.5461613,7.795,High,290994.6945
13,1925393.91,0,42.0,2.842,126.6072,7.795,High,288809.0865
13,2766400.05,1,28.22,2.83,126.6692667,7.795,High,414960.00749999995
13,2083379.89,0,25.8,2.812,126.7313333,7.795,High,312506.9835
13,2461468.35,0,36.78,2.817,126.7934,7.795,High,369220.2525
13,2771646.81,0,35.21,2.842,126.8794839,7.795,High,415747.0215
13,3595903.2,0,34.9,2.846,126.9835806,7.795,High,539385.48
13,1675292.0,1,26.79,2.868,127.0876774,7.795,High,251293.8
13,1744544.39,0,16.94,2.891,127.1917742,7.47,High,261681.65849999996
13,1682316.31,0,20.6,2.903,127.3009355,7.47,High,252347.4465
13,1770177.37,0,34.8,2.934,127.4404839,7.47,High,265526.6055
13,1633663.12,0,31.64,2.96,127.5800323,7.47,High,245049.468
13,1848186.58,0,23.35,2.974,127.7195806,7.47,High,277227.987
13,1944438.9,1,30.83,3.034,127.859129,7.47,High,291665.83499999996
13,2003480.59,0,40.85,3.062,127.99525,7.47,High,300522.0885
13,1831933.95,0,33.17,3.12,128.13,7.47,High,274790.09249999997
13,1894960.68,0,34.23,3.23,128.26475,7.47,High,284244.10199999996
13,1852432.58,0,41.28,3.346,128.3995,7.47,High,277864.887
13,1852443.78,0,44.69,3.407,128.5121935,7.47,High,277866.567
13,1807545.43,0,42.38,3.435,128.6160645,7.47,High,271131.8145
13,1864238.64,0,42.49,3.487,128.7199355,7.193,High,279635.796
13,1887465.04,0,42.75,3.547,128.8238065,7.193,High,283119.756
13,1950994.04,0,41.72,3.616,128.9107333,7.193,High,292649.10599999997
13,2124316.34,0,47.55,3.655,128.9553,7.193,High,318647.45099999994
13,1895583.12,0,43.85,3.683,128.9998667,7.193,High,284337.468
13,1986380.4,0,47.75,3.744,129.0444333,7.193,High,297957.06
13,1958823.56,0,52.4,3.77,129.089,7.193,High,293823.534
13,1860923.55,0,52.12,3.802,129.0756774,7.193,High,279138.5325
13,1866369.93,0,54.62,3.778,129.0623548,7.193,High,279955.48949999997
13,1935593.87,0,52.76,3.752,129.0490323,7.193,High,290339.0805
13,1997816.98,0,61.39,3.732,129.0357097,7.193,High,299672.54699999996
13,2086433.49,0,63.35,3.704,129.0432,7.193,High,312965.0235
13,2009163.08,0,66.38,3.668,129.0663,7.193,High,301374.462
13,2048035.74,0,74.29,3.613,129.0894,6.877,High,307205.361
13,2021699.38,0,77.3,3.563,129.1125,6.877,High,303254.90699999995
13,1956813.31,0,75.59,3.553,129.1338387,6.877,High,293521.9965
13,1987089.36,0,78.5,3.563,129.1507742,6.877,High,298063.404
13,1880785.69,0,77.62,3.574,129.1677097,6.877,High,282117.85349999997
13,2076231.8,0,75.56,3.595,129.1846452,6.877,High,311434.77
13,1970341.38,0,75.95,3.606,129.2015806,6.877,High,295551.207
13,2090340.98,0,76.68,3.578,129.2405806,6.877,High,313551.147
13,2035244.54,0,81.53,3.57,129.2832581,6.877,High,305286.681
13,1953628.82,0,77.0,3.58,129.3259355,6.877,High,293044.323
13,1872921.31,1,70.19,3.619,129.3686129,6.877,High,280938.1965
13,1923223.82,0,67.54,3.641,129.4306,6.877,High,288483.573
13,1847430.96,0,63.6,3.648,129.5183333,6.877,High,277114.644
13,1835662.69,0,68.28,3.623,129.6060667,6.877,High,275349.40349999996
13,2067232.56,0,60.62,3.592,129.6938,6.392,High,310084.884
13,1929659.07,0,51.74,3.567,129.7706452,6.392,High,289448.8605
13,1973544.27,0,54.66,3.579,129.7821613,6.392,High,296031.6405
13,1948733.81,0,47.41,3.567,129.7936774,6.392,High,292310.0715
13,2036317.54,0,43.51,3.538,129.8051935,6.392,High,305447.631
13,2111592.09,0,33.8,3.513,129.8167097,6.392,High,316738.8135
13,2016323.51,0,40.65,3.489,129.8268333,6.392,High,302448.5265
13,2864170.61,1,38.89,3.445,129.8364,6.392,High,429625.5915
13,2051315.66,0,33.94,3.389,129.8459667,6.392,High,307697.349
13,2462779.06,0,24.82,3.341,129.8555333,6.392,High,369416.859
13,2760346.71,0,27.85,3.282,129.8980645,6.392,High,414052.00649999996
13,3556766.03,0,24.76,3.186,129.9845484,6.392,High,533514.9045
13,1969056.91,1,31.53,3.119,130.0710323,6.392,High,295358.5365
13,1865752.78,0,33.8,3.08,130.1575161,6.104,High,279862.917
13,1794962.64,0,25.61,3.056,130.244,6.104,High,269244.39599999995
13,1811606.21,0,32.71,3.047,130.2792258,6.104,High,271740.9315
13,1733983.09,0,34.32,3.058,130.3144516,6.104,High,260097.4635
13,1927780.74,0,31.39,3.077,130.3496774,6.104,High,289167.111
13,2069284.57,1,33.73,3.116,130.3849032,6.104,High,310392.6855
13,2214477.06,0,36.57,3.119,130.4546207,6.104,High,332171.559
13,1929768.03,0,35.38,3.145,130.5502069,6.104,High,289465.2045
13,1969742.76,0,32.36,3.242,130.6457931,6.104,High,295461.414
13,1986445.65,0,38.24,3.38,130.7413793,6.104,High,297966.8475
13,2025582.62,0,52.5,3.529,130.8261935,6.104,High,303837.393
13,1904421.74,0,47.83,3.671,130.8966452,6.104,High,285663.261
13,1948982.7,0,53.2,3.734,130.9670968,6.104,High,292347.40499999997
13,2271614.76,0,48.85,3.793,131.0375484,5.965,High,340742.214
13,2057637.86,0,51.7,3.833,131.108,5.965,High,308645.679
13,1955689.12,0,50.24,3.845,131.1173333,5.965,High,293353.368
13,1970121.65,0,64.8,3.842,131.1266667,5.965,High,295518.2475
13,1995994.51,0,54.41,3.831,131.136,5.965,High,299399.1765
13,2080764.17,0,56.47,3.809,131.1453333,5.965,High,312114.62549999997
13,2131900.55,0,65.17,3.808,131.0983226,5.965,High,319785.08249999996
13,2043349.41,0,62.39,3.801,131.0287742,5.965,High,306502.4115
13,2035431.39,0,61.11,3.788,130.9592258,5.965,High,305314.70849999995
13,2182437.9,0,68.4,3.776,130.8896774,5.965,High,327365.685
13,2152229.11,0,65.97,3.756,130.8295333,5.965,High,322834.36649999995
13,2094373.0,0,72.89,3.737,130.7929,5.965,High,314155.95
13,2037663.71,0,82.0,3.681,130.7562667,5.965,High,305649.5565
13,2184980.35,0,79.23,3.63,130.7196333,5.765,High,327747.0525
13,2002750.99,0,83.68,3.595,130.683,5.765,High,300412.6485
13,2053089.32,0,75.69,3.556,130.7012903,5.765,High,307963.398
13,1914430.53,0,80.42,3.537,130.7195806,5.765,High,287164.5795
13,2044148.23,0,81.99,3.512,130.737871,5.765,High,306622.23449999996
13,2041019.92,0,81.69,3.509,130.7561613,5.765,High,306152.98799999995
13,2095769.18,0,79.4,3.545,130.7909677,5.765,High,314365.377
13,2059458.25,0,77.37,3.582,130.8381613,5.765,High,308918.7375
13,2073855.42,0,79.18,3.624,130.8853548,5.765,High,311078.31299999997
13,2165796.31,1,70.65,3.689,130.9325484,5.765,High,324869.4465
13,1919917.03,0,68.55,3.749,130.9776667,5.765,High,287987.55449999997
13,1938379.66,0,67.96,3.821,131.0103333,5.765,High,290756.94899999996
13,1927664.11,0,64.8,3.821,131.043,5.765,High,289149.6165
13,2041918.74,0,61.79,3.815,131.0756667,5.621,High,306287.811
13,1999079.44,0,55.1,3.797,131.1083333,5.621,High,299861.91599999997
13,2018010.15,0,52.06,3.781,131.1499677,5.621,High,302701.52249999996
13,2035189.66,0,46.97,3.755,131.1930968,5.621,High,305278.44899999996
14,2623469.95,0,27.31,2.784,181.8711898,8.992,High,393520.4925
14,1704218.84,1,27.73,2.773,181.982317,8.992,High,255632.826
14,2204556.7,0,31.27,2.745,182.0347816,8.992,High,330683.505
14,2095591.63,0,34.89,2.754,182.0774691,8.992,High,314338.7445
14,2237544.75,0,37.13,2.777,182.1201566,8.992,High,335631.71249999997
14,2156035.06,0,45.8,2.818,182.1628441,8.992,High,323405.259
14,2066219.3,0,48.79,2.844,182.0779857,8.992,High,309932.895
14,2050396.27,0,54.36,2.854,181.9718697,8.992,High,307559.44049999997
14,2495630.51,0,47.74,2.85,181.8657537,8.899,High,374344.57649999997
14,2258781.28,0,65.45,2.869,181.7596377,8.899,High,338817.192
14,2121788.61,0,54.28,2.899,181.6924769,8.899,High,318268.2915
14,2138144.91,0,53.47,2.902,181.6772564,8.899,High,320721.7365
14,2082355.12,0,53.15,2.921,181.6620359,8.899,High,312353.268
14,2370116.52,0,70.75,2.966,181.6468154,8.899,High,355517.478
14,2129771.13,0,54.26,2.982,181.6612792,8.899,High,319465.66949999996
14,2108187.1,0,62.62,2.958,181.8538486,8.899,High,316228.065
14,2227152.16,0,69.27,2.899,182.0464181,8.899,High,334072.824
14,2363601.47,0,75.93,2.847,182.2389876,8.899,High,354540.2205
14,2249570.04,0,69.71,2.809,182.4315571,8.899,High,337435.506
14,2248645.59,0,72.62,2.78,182.4424199,8.899,High,337296.83849999995
14,2246179.91,0,79.32,2.808,182.3806,8.899,High,336926.9865
14,2334788.42,0,76.61,2.815,182.3187801,8.743,High,350218.263
14,2236209.13,0,82.45,2.793,182.2569603,8.743,High,335431.3695
14,2130287.27,0,77.84,2.783,182.2604411,8.743,High,319543.0905
14,2044155.39,0,81.46,2.771,182.3509895,8.743,High,306623.3085
14,2054843.28,0,79.78,2.781,182.4415378,8.743,High,308226.49199999997
14,2219813.5,0,77.17,2.784,182.5320862,8.743,High,332972.02499999997
14,2052984.81,0,78.44,2.805,182.6226346,8.743,High,307947.7215
14,2057138.31,0,76.01,2.779,182.6165205,8.743,High,308570.7465
14,2020332.07,0,71.36,2.755,182.6104063,8.743,High,303049.8105
14,2182563.66,0,78.37,2.715,182.6042922,8.743,High,327384.549
14,2191767.76,1,70.87,2.699,182.598178,8.743,High,328765.16399999993
14,1953539.85,0,66.55,2.706,182.622509,8.743,High,293030.9775
14,1879891.13,0,68.59,2.713,182.6696737,8.743,High,281983.66949999996
14,1855703.66,0,70.58,2.707,182.7168385,8.724,High,278355.549
14,2091663.2,0,56.49,2.764,182.7640032,8.724,High,313749.48
14,1932162.63,0,58.61,2.868,182.8106203,8.724,High,289824.3945
14,1936621.09,0,53.15,2.917,182.8558685,8.724,High,290493.1635
14,1984768.34,0,61.3,2.921,182.9011166,8.724,High,297715.251
14,2078417.47,0,45.65,2.917,182.9463648,8.724,High,311762.62049999996
14,2092189.06,0,46.14,2.931,182.9916129,8.724,High,313828.359
14,1968462.58,0,50.02,3.0,182.8989385,8.724,High,295269.387
14,2921709.71,1,46.15,3.039,182.7832769,8.724,High,438256.4565
14,2258489.63,0,40.93,3.046,182.6676154,8.724,High,338773.4445
14,2600519.26,0,30.54,3.109,182.5519538,8.724,High,390077.88899999997
14,2762861.41,0,30.51,3.14,182.517732,8.724,High,414429.21150000003
14,3818686.45,0,30.59,3.141,182.54459,8.724,High,572802.9675
14,1623716.46,1,29.67,3.179,182.5714479,8.724,High,243557.46899999998
14,1864746.1,0,34.32,3.193,182.5983058,8.549,High,279711.915
14,1699095.9,0,24.78,3.205,182.6585782,8.549,High,254864.38499999998
14,1743188.87,0,30.55,3.229,182.9193368,8.549,High,261478.3305
14,1613718.38,0,24.05,3.237,183.1800955,8.549,High,242057.75699999998
14,1995891.87,0,28.73,3.231,183.4408542,8.549,High,299383.7805
14,1980405.03,1,30.3,3.239,183.7016129,8.549,High,297060.7545
14,2019031.67,0,40.7,3.245,183.9371353,8.549,High,302854.75049999997
14,1875708.88,0,35.78,3.274,184.1625632,8.549,High,281356.332
14,2041215.61,0,38.65,3.433,184.3879911,8.549,High,306182.3415
14,1931104.67,0,45.01,3.582,184.613419,8.549,High,289665.7005
14,1932491.42,0,46.66,3.631,184.809719,8.549,High,289873.713
14,1879451.23,0,41.76,3.625,184.9943679,8.549,High,281917.6845
14,1869110.55,0,37.27,3.638,185.1790167,8.521,High,280366.5825
14,2037798.88,0,48.71,3.72,185.3636656,8.521,High,305669.832
14,1974960.86,0,53.69,3.821,185.5339821,8.521,High,296244.129
14,2256461.39,0,53.04,3.892,185.6684673,8.521,High,338469.2085
14,1930617.64,0,66.18,3.962,185.8029526,8.521,High,289592.64599999995
14,2095599.93,0,58.21,4.046,185.9374378,8.521,High,314339.98949999997
14,2004330.3,0,60.38,4.066,186.0719231,8.521,High,300649.545
14,1959967.8,0,62.28,4.062,185.9661154,8.521,High,293995.17
14,2080694.24,0,69.7,3.985,185.8603077,8.521,High,312104.136
14,2079899.47,0,76.38,3.922,185.7545,8.521,High,311984.9205
14,2132446.0,0,73.88,3.881,185.6486923,8.521,High,319866.89999999997
14,2082083.34,0,69.32,3.842,185.6719333,8.521,High,312312.501
14,2069523.52,0,74.85,3.804,185.7919609,8.521,High,310428.528
14,2074668.19,0,74.04,3.748,185.9119885,8.625,High,311200.22849999997
14,2063401.06,0,77.49,3.711,186.032016,8.625,High,309510.159
14,1953544.76,0,78.47,3.76,186.1399808,8.625,High,293031.714
14,1882070.88,0,82.33,3.811,186.2177885,8.625,High,282310.632
14,1871021.01,0,81.31,3.829,186.2955962,8.625,High,280653.1515
14,2066020.69,0,78.22,3.842,186.3734038,8.625,High,309903.10349999997
14,1928773.82,0,77.0,3.812,186.4512115,8.625,High,289316.073
14,1896873.99,0,72.98,3.747,186.5093071,8.625,High,284531.09849999996
14,2273470.62,0,72.55,3.704,186.5641172,8.625,High,341020.593
14,1750891.47,0,70.63,3.703,186.6189274,8.625,High,262633.7205
14,2202742.9,1,71.48,3.738,186.6737376,8.625,High,330411.435
14,1864637.89,0,69.17,3.742,186.8024,8.625,High,279695.6835
14,1871555.64,0,63.75,3.711,187.0295321,8.625,High,280733.34599999996
14,1809989.29,0,70.66,3.645,187.2566641,8.625,High,271498.3935
14,2078796.76,0,55.82,3.583,187.4837962,8.523,High,311819.51399999997
14,1890870.75,0,63.82,3.541,187.6917481,8.523,High,283630.6125
14,2009004.59,0,59.6,3.57,187.7846197,8.523,High,301350.6885
14,2056846.12,0,51.78,3.569,187.8774913,8.523,High,308526.918
14,2174056.71,0,43.92,3.551,187.9703629,8.523,High,326108.50649999996
14,2081534.65,0,47.65,3.53,188.0632345,8.523,High,312230.19749999995
14,1969360.72,0,51.34,3.53,188.1983654,8.523,High,295404.108
14,2685351.81,1,48.71,3.492,188.3504,8.523,High,402802.7715
14,2143080.57,0,50.19,3.452,188.5024346,8.523,High,321462.0855
14,2470581.29,0,46.57,3.415,188.6544692,8.523,High,370587.1935
14,2594363.09,0,39.93,3.413,188.7979349,8.523,High,389154.46349999995
14,3369068.99,0,42.27,3.389,188.9299752,8.523,High,505360.3485
14,1914148.89,1,37.79,3.389,189.0620155,8.523,High,287122.33349999995
14,1859144.96,0,35.88,3.422,189.1940558,8.424,High,278871.744
14,1696248.27,0,41.18,3.513,189.3260962,8.424,High,254437.24049999999
14,1789113.32,0,31.85,3.533,189.4214733,8.424,High,268366.998
14,1595362.27,0,37.93,3.567,189.5168505,8.424,High,239304.3405
14,1877410.36,0,42.96,3.617,189.6122277,8.424,High,281611.554
14,2077256.24,1,37.0,3.64,189.7076048,8.424,High,311588.436
14,2020550.99,0,36.85,3.695,189.8424834,8.424,High,303082.6485
14,1875040.16,0,42.86,3.739,190.0069881,8.424,High,281256.024
14,1926004.99,0,41.55,3.816,190.1714927,8.424,High,288900.7485
14,2020839.31,0,45.52,3.848,190.3359973,8.424,High,303125.8965
14,1941040.5,0,50.56,3.862,190.4618964,8.424,High,291156.075
14,1893447.71,0,59.45,3.9,190.5363213,8.424,High,284017.1565
14,1905033.01,0,50.04,3.953,190.6107463,8.424,High,285754.95149999997
14,2376022.26,0,49.73,3.996,190.6851712,8.567,High,356403.339
14,1912909.69,0,51.83,4.044,190.7595962,8.567,High,286936.4535
